label,text,source
spam,Check out this video on YouTube:﻿,youtube-spam
ham,I love you﻿,youtube-spam
ham,"To help shakira become the first female to hit 1billiom views, I&#39;ve decided to watch this Video at least one a day. Everyday! Shakifans we r so close just hit the replay button !!!﻿",youtube-spam
ham,ILove shakira ﻿,youtube-spam
ham,It was  cool   the best   song ever  ﻿,youtube-spam
ham,OMG LISTEN TO THIS ITS SOO GOOD!! :D﻿,youtube-spam
spam,My uncle said he will stop smoking if this comment gets 500 likes! Please like this comment! Thanks.﻿,youtube-spam
ham,nice song﻿,youtube-spam
ham,waka waka﻿,youtube-spam
ham,super music﻿,youtube-spam
ham,How could 108k people dislike this song or video﻿,youtube-spam
ham,Love it!!!!!!!!!!!!!!!!💜﻿,youtube-spam
ham,I swear Shakira keeps getting more and more gorgeous! She definitely looks more gorgeous with her hair this way than super curly.﻿,youtube-spam
ham,Youtube comments be like<br />This is so 5 years ago. ﻿,youtube-spam
ham,it pisses me off a bit that blank space has more views (868 mio) than this. meh ﻿,youtube-spam
ham,Your the best♣♥﻿,youtube-spam
ham,I love you  ;p﻿,youtube-spam
ham,I love  Shakira !!!!!! ❤🎵🎶🎼🎸﻿,youtube-spam
ham,"This song is special, because is a song for Africa  and I am an African ﻿",youtube-spam
ham,&lt;3 this song so much.SHAKIRA YOUR A REALLY GOOD ARTIST.﻿,youtube-spam
ham,I love shakira<br />❤❤❤❤﻿,youtube-spam
spam,"Definitley the song for 2010 when im not listening to gypsy SHAKIRA ROCKS<br /><span class=""proflinkWrapper""><span class=""proflinkPrefix"">+</span><a class=""proflink"" href=""https://plus.google.com/101721377578919894134"" oid=""101721377578919894134"">shakiraVEVO</a></span>﻿",youtube-spam
ham,I remember that torunament like it was today.﻿,youtube-spam
spam,Thank you. Please give your email. ﻿,youtube-spam
ham,beautiful﻿,youtube-spam
ham,Like﻿,youtube-spam
ham,"Shakira you are so beautiful. You are lovely, lively.. We love you.﻿",youtube-spam
ham,GREAT!!!﻿,youtube-spam
ham,Best World Cup Song﻿,youtube-spam
spam,Fuck it was the best ever 0687119038 nummber of patrik kluivert his son share !﻿,youtube-spam
ham,This song is so beauty,youtube-spam
ham,I heard this when I was only 6 years old and I still love it﻿,youtube-spam
ham,nice song﻿,youtube-spam
ham,waka waka:-):-):-)﻿,youtube-spam
ham,Oh my god go to 1 billion of replay i love shakira﻿,youtube-spam
ham,i love her﻿,youtube-spam
ham,I love this song &amp;I love shakira&lt;333♡♡♡♡♡♡♡♡♡♡♡《33☆☆☆﻿,youtube-spam
spam,Yea stil the best WK song ever<br />Thumbs up of you think the same<br />﻿,youtube-spam
ham,I liked<br />﻿,youtube-spam
ham,I like this song ﻿,youtube-spam
ham,i like it :)﻿,youtube-spam
ham,Waka waka !!!﻿,youtube-spam
ham,Amazing song﻿,youtube-spam
ham,Cool song ﻿,youtube-spam
ham,i love u  shakira﻿,youtube-spam
ham,Waka waka ﻿,youtube-spam
ham,this song sucks﻿,youtube-spam
ham,Lol I love this song﻿,youtube-spam
ham,Shakira﻿,youtube-spam
spam,Subscribe my channel  I RECORDING FIFA 15 GOALS WATCH NOW :D﻿,youtube-spam
ham,Wow...5 years<br />﻿,youtube-spam
spam,subscribe to me and I wil subscribe to you back﻿,youtube-spam
ham,You best singer﻿,youtube-spam
ham,5 years soon!﻿,youtube-spam
ham,Like﻿,youtube-spam
ham,Wanderfol is love or miusic﻿,youtube-spam
ham,waka waka﻿,youtube-spam
ham,BEST SONG EVER X3333333333﻿,youtube-spam
ham,"Very pleasant to hear, haha, good.﻿",youtube-spam
ham,love!!!!﻿,youtube-spam
ham,wow,youtube-spam
ham,Waka waka eh eh﻿,youtube-spam
ham,Cutie girl and beautiful song,youtube-spam
ham,Love you shkira﻿,youtube-spam
ham,"I believe that soccer promotes terrorism. Bad choice, Shakira.﻿",youtube-spam
ham,I loved this song when I was in my teenage years!﻿,youtube-spam
ham,Lip synch is terrible﻿,youtube-spam
ham,"Shakira is different :) She is so happy all the time and she is spending for Africa :)<br />She can dance , sing and she speaks 4 languages﻿",youtube-spam
spam,Gusttavo Lima Você não me conhece <br />Check out﻿,youtube-spam
ham,Best world cup offical song﻿,youtube-spam
ham,5 years ago damn ﻿,youtube-spam
ham,Very nice,youtube-spam
spam,"Help shakira&#39;s waka waka be the first song by a female artist to reach 1 billion views.<br />(dark horse is ahead by roughly 100 million more views, and roar has only 50 million more views)<br /><a href=""https://www.youtube.com/watch?v=pRpeEdMmmQ0"">https://www.youtube.com/watch?v=pRpeEdMmmQ0</a>﻿",youtube-spam
ham,like me﻿,youtube-spam
ham,SHAKIRA SONG WAKA WAKA﻿,youtube-spam
ham,So underrated better<br />Than  Katy perry :/ but in not saying Katy is bad but she has no meaning to her songs. Shakira has<br />Meaningful songs these are the songs which bring memories and vibe&#39;s. I will miss it.   <br />   ﻿,youtube-spam
ham,I love this song and expect the World Cup .﻿,youtube-spam
ham,Good times ...﻿,youtube-spam
ham,"It makes me happy instantly, and makes me forgot everything bad happening!﻿",youtube-spam
ham,Love this song so much! One of my faves! Xxx﻿,youtube-spam
ham,"Hi, nice song Shakira! (Sorry for bad Brazilian)﻿",youtube-spam
ham,BEST SONG! GO SHAKI :D﻿,youtube-spam
ham,THIS IS SHIT AND SOOOOO AUTOTUNED﻿,youtube-spam
ham,....I stil lisening this :)﻿,youtube-spam
ham,sexy shakira﻿,youtube-spam
ham,I love you Shakiria!!!!!!﻿,youtube-spam
ham,Me and my aunt love this song!!!!!﻿,youtube-spam
spam,I subscribed it<br />﻿,youtube-spam
spam,Check out this playlist on YouTube<br />﻿,youtube-spam
spam,Top three Shakira songs (my choice) <br /><br />1- Waka Waka (it&#39;s time for Africa)<br /><br />2- Can&#39;t remember to forget you <br /><br />3- Empire<br /><br />Like this comment if u like Shakira ﻿,youtube-spam
spam,Check out this video on YouTube:﻿,youtube-spam
spam,Check out this playlist on YouTube:Central ﻿,youtube-spam
spam,"If you could take time &amp; spare a min to read this, then thank you. <br /><br />Im a rapper, if we&#39;re gonna be honest theres thousands maybe even millions<br /><br />of those in the world but not too many with ambition, dedication &amp; passion.<br /><br />I don&#39;t have money for huge YouTube advertisements or incredible music videos<br /><br />so all im left with is comments to expose my music.<br /><br />If you could take a moment and give me a chance ill make you a believer<br /><br />I would love? nothing more than a loyal following on YouTube. For anyone who <br /><br />Reads this could you press the &quot;THUMBS UP&quot;  others will see it.<br /><br />Doing so will help me push closer to my dream :) Thank You﻿",youtube-spam
spam,please visit my channel﻿,youtube-spam
spam,Pleas subscribe my channel GamezZMTA﻿,youtube-spam
spam,Pleas subscribe my channel﻿,youtube-spam
spam,Pleas subscribe GamezZ MTA my channel<br />﻿,youtube-spam
spam,"cool song check out my animal trafficking petition.<br /><a href=""http://www.thepetitionsite.com/387/433/550/stop-animal-trafficking/?cid=headerClick"">http://www.thepetitionsite.com/387/433/550/stop-animal-trafficking/?cid=headerClick</a>﻿",youtube-spam
spam,Check out this video on YouTube: ﻿,youtube-spam
spam,Subscribe and Win a CAP<br />       ☆☆☆☆☆﻿,youtube-spam
spam,Check out this playlist on YouTube:﻿,youtube-spam
spam,Hey guys love this but check out this girl name cause she knows how to dance so search up ej ba dancing.﻿,youtube-spam
spam,"if you want to win money at hopme click here <a href=""https://www.paidverts.com/ref/sihaam01"">https://www.paidverts.com/ref/sihaam01</a> it&#39;s work 100/100﻿",youtube-spam
spam,i am from Brazil please subscribe my channel love you all﻿,youtube-spam
spam,Could Spanish people understand this?<br /><br />Any way&#39;s I how you doing subscribe to me I brake things<br /><br />-_-﻿,youtube-spam
spam,PLEASSSSSSSSSSSSSSSS SUBSCRIBEEEEEEEEEE MY CHANNNNNNELLL PLZZ﻿,youtube-spam
spam,Check out this video on YouTube:﻿,youtube-spam
spam,"New way to make money easily and spending 20 minutes daily --&gt; <a href=""https://www.paidverts.com/ref/Marius1533"">https://www.paidverts.com/ref/Marius1533</a>﻿",youtube-spam
spam,There are beautiful songs please subscribe﻿,youtube-spam
spam,Can this channel get 500+ subscribers? You can make that happen :D﻿,youtube-spam
spam,"I really love watching football and also I’ve started off making income with out financial risk from acquiring bonus deals. It’s this weird technique where you wager on something with one bookmakers and bet against it on Betfair. You secure the bonus as income . A chap named Jim Vanstone is finding the wagers free on his own website Vanstone Secrets (Google it!). I’ve made about 500 quid thus far. And it is cost-free. I guess the bookies pay him to obtain new consumers, yet this actually works.",youtube-spam
spam,and how many subscribers compared to her over a million,youtube-spam
spam,"I absolutely adore watching football plus I’ve started earning income with out risk from claiming bonus deals. It’s a weird technique where you put money on something with one bookmakers and put money against it on Betfair. You acquire the bonus as income . A lad named Jim Vanstone is selecting the wagers free on his website Vanstone Secrets (Google it!). I have generated about 600 quid so far. And it’s free. I assume the bookmakers pay him to get new men and women, but it succeeds.",youtube-spam
spam,hahahahah ♥♥♥♥ :D like vines ?  Subscribe to me for daily vines,youtube-spam
spam,"Hi there, have you heard about DribbleProShot? Just do a search on Google. On their web site you can watch a smart free video featuring the best way to significantly boost your football aka soccer skills in no time... It turned Nick into a much better football or soccer player...His team mates were definitily amazed! I hope it will help you also...",youtube-spam
spam,"Hey, have you tried &quot;DribblePROshot&quot; yet? Just do a search on Google. On their website you will find a useful free video demonstrating the right way to enormously improve your soccer or football skills in no time... It transformed Fausto into a substantially better football/soccer player...to the amazement of his team mates. Hopefully it works for you too.",youtube-spam
spam,"Still amazing this song!! I did a French Kpop Parody. Please come on my Channel to watch it. Share, suscribe, comment Thanks",youtube-spam
spam, subscribe to my feed,youtube-spam
spam,:D subscribe to me for daily vines,youtube-spam
spam,"Hey guys whats up? I found this app that lets you get free gift card vouchers like psn cards,X-box live cards and even amazon gift cards. For free! All you have to do is  simply just download the app from the app store. It is called juno wallet. All you have to do is just sign up for the app and then complete a few surveys or just download some other free apps and you get money like 10 cents. Also, if you type in the code IM2458444. You will also start off with $0.25 free!! ",youtube-spam
spam,"You guys should check out this EXTRAORDINARY website called FIREPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at FIREPA.COM !   Visit FIREPA.COM and check it out!   Lake   . Duzafizz . Singlewave . Spourmo . Burder . Colorful . Claster . Incandescent . Ambitious . Winooze . Absorbing . Macabre . Crestboot . Boxium . Womanly . Tan . Ybuwyn . Forgetful . Pepelexa . Zealous",youtube-spam
spam,Waka Waka!:D   Check out my new HALLOWEEN VIDEO!:),youtube-spam
spam,we are 14 year old boys we are trying to enter in the music industry Maybe we are just a dreamers but we are not the? only one. Please give us one chance to prove ourself to you. we know these things are annoying as hell we are sorry? about that. But we do anything to get music heard. Please visit our channel subscribe if you like and thumb this comment up so everyone can see we have made a song called: I Wanna Play A Game please take a look on our channel Thankss!!!,youtube-spam
spam, plz i wilsubscribe me frndzzl subscribe u back,youtube-spam
spam,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  Why does the fragile swim enlist the person? How does the ice audit the frequent son? The fantastic chance describes the rate.",youtube-spam
spam,SUBSCRIBE ME AND I REQUITE,youtube-spam
spam,"Stop Wasting Up Your Time and  Get Paid To Mess Around On Facebook And Twitter!  GET PAID UPTO $25 to $35 AN HOUR... Only at 4NetJobs.com  Work from the Comfort of your Home... We are Currently Hiring People from all Over the World,  For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube.  You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately!  You Can Easily Make $4000 to $5000+ Monthly Income…Only at 4NetJobs.com",youtube-spam
spam,I love this!!!!! This is one of my fave songs now and I just subscribed :) :) :),youtube-spam
spam,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at ZONEPA.COM !   Visit Zonepa.com and check it out!  Why does the statement conciliate the acidic stretch? The earth recognizes the money. When does the numberless number transport the trade?",youtube-spam
spam,How To Make A Lot Of Money Fast,youtube-spam
spam,visit &quot; ww estiloproduction com &quot; best website to make money,youtube-spam
spam,Message :   GTA V  $20  FIFA 14 $15  PS4  $200  Galaxy S4 mini $250  Ipad 4   $200  visit the site hh.nl,youtube-spam
spam,"Stop Wasting Up Your Time and  Get Paid To Mess Around On Facebook And Twitter!  GET PAID UPTO $25 to $35 AN HOUR... Only at 4NetJobs.com  Work from the Comfort of your Home... We are Currently Hiring People from all Over the World,  For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube.  You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately!  You Can Easily Make $4000 to $5000+ Monthly Income…Only at 4NetJobs.com",youtube-spam
spam,Being paid to respond to fast paid surveys from home has enabled me to give up working and make more than 4500 bucks monthly.  To read more go to this web site bit.ly\1bSefQe,youtube-spam
spam,"Hello Guys...I Found a Way to Make Money Online You Can Get Paid To Mess Around On Facebook And Twitter! GET PAID UPTO $25 to $35 AN HOUR...Only at 4NetJobs.com Work from the Comfort of your Home... They are Currently Hiring People from all Over the World, For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately! You Can Easily Make $4000 to $5000+ Monthly Income…Only at 4NetJobs.com",youtube-spam
spam,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! The meat discusss the successful memory. How does the peaceful unit arbitrate the guide? The addition designs the worried loss.",youtube-spam
spam,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! How does the mother approve the axiomatic insurance? The fear appoints the roll. When does the space prepare the historical shame?",youtube-spam
spam,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! The plausible summer submits the behavior. When does the grass check the peaceful seat? The country strategizes the edge.",youtube-spam
spam,Check out my channel :),youtube-spam
spam,subscribe  my,youtube-spam
spam,"Hello Guys...I Found a Way to Make Money Online You Can Get Paid To Mess Around On Facebook And Twitter! GET PAID UPTO $25 to $35 AN HOUR...Only at 4NetJobs.com Work from the Comfort of your Home... They are Currently Hiring People from all Over the World, For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately! You Can Easily Make $4000 to $5000+ Monthly Income…Only at 4NetJobs.com",youtube-spam
spam,Please visit this Website: oldchat.tk,youtube-spam
spam,Please visit this Website: oldchat.tk,youtube-spam
spam,"Hello everyone my name&#39;s Anderson and i&#39;m a singer. not expecting to buy subscribers with words BUT to gain them with my voice. I might not be the best but my voice is different (in a good way) and i&#39;ll work harder than anyone out there to get better, &#39;cuz &quot;yeah&quot; i have a dream  a HUGE one, (who doesn&#39;t?) so please take 3 minutes of your time to check out my covers. Give me a chance you won&#39;t regret it If you feel like subscribing that&#39;d be awesome and it&#39;d mean the world to me THANK YOU SO MUCH",youtube-spam
spam,Check Out Daneja Good Girl,youtube-spam
spam,"Hello Guys...I Found a Way to Make Money Online You Can Get Paid To Mess Around On Facebook And Twitter! GET PAID UPTO $25 to $35 AN HOUR...Only at 4NetJobs.com Work from the Comfort of your Home... They are Currently Hiring People from all Over the World, For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately! You Can Easily Make $4000 to $5000+ Monthly Income…Only at 4NetJobs.com",youtube-spam
spam,Subscribe to my Youtube Channel!! :) Suscribite a mi canal de Youtube -WhatUKnow,youtube-spam
spam,Check out my bass cover of hips don&#39;t lie by shakira!,youtube-spam
spam,Subscribe to my channel :)  &lt;3,youtube-spam
spam,The britishs called that soccer but you know the true word is football and the US Foot is called rugby. That works like that in EUW ( Germany/ Netherland/ France/ Portugal/ Belgium/ Spain/ ... ) Just because the Britishs don&#39;t agree to be like us because they are UNIQUE. That&#39;s the reason why they also refused to have euro (€) as money,youtube-spam
spam,subscribe now!!!!!! love the song!!!!!! love football!!!,youtube-spam
ham,so beutiful,youtube-spam
ham,so beutiful,youtube-spam
ham,She&#39;s so pretty,youtube-spam
ham,I like,youtube-spam
ham,She is perfect,youtube-spam
spam,1 753 682 421 GANGNAM STYLE ^^,youtube-spam
ham,Your a fucking bitch,youtube-spam
ham,this song is racist,youtube-spam
ham,Where are Shakifans?,youtube-spam
ham,like!!!!!,youtube-spam
ham,I want new song,youtube-spam
ham,Shakira is perfect,youtube-spam
ham,Shakira :-*,youtube-spam
ham,I remember this :D,youtube-spam
ham,Waka waka,youtube-spam
ham,This makes me miss the world cup,youtube-spam
ham,best song eva,youtube-spam
ham,I love it,youtube-spam
spam,"Believe that Jesus Christ is your savior for all your sins. If you truly believe in Jesus Christ to be your savior for all your sins then you will go to Heaven. If you believe in Jesus Christ then you are saved and you are in salvation and you have gained God’s righteousness. It matters not how much you have sinned in the past, in the present and especially in the future. Believe that Jesus Christ is your savior and you will go to Heaven forever and that is the whole truth. Spread the truth. ",youtube-spam
spam,"  Perhaps you have seen the newest Miley Cyrus SECRET video ?   She&#39;s sucking an old man&#39;s cock ,  If you wish to see her , check out the celebrity website beneath :   miley-secret-video.co.uk ",youtube-spam
spam,"  Haha , Miley Cyrus has done it once again  Today someone leeched a porno video with her on a celeb site   I believe the website link is : miley-celeb-news.co.uk in case you want to view it.... ",youtube-spam
spam," I really can&#39;t comprehend Miley Cyrus , she actually is a high profile and she tapes herself banging Today a video was leeched with her sucking and fucking The video has been posted at the celebrity website under :  miley-celeb-news.co.uk ",youtube-spam
ham,her voice is so wow!,youtube-spam
ham,Shakira :-*,youtube-spam
ham,:),youtube-spam
ham,wow,youtube-spam
ham,I love you,youtube-spam
ham,i like and love so much people all friends..... I love Shakira ^^,youtube-spam
ham,:),youtube-spam
ham,Shakira I love you,youtube-spam
ham,beautiful,youtube-spam
ham,Shakira is very beautiful,youtube-spam
ham,She is good,youtube-spam
ham,God she is so hot,youtube-spam
ham,She is perfect! &lt;3,youtube-spam
ham,Wow,youtube-spam
ham,Shakira voice sound spanish but that is what make the music sound amazing ♥I LOVE IT,youtube-spam
spam,CHECK OUT DANEJA GOOD GIRL,youtube-spam
spam,Check out my covers please!,youtube-spam
spam,"Hey Music Fans I really appreciate any of you who will take the time to read this, and check my music out! I&#39;m just a 15 year old boy DREAMING of being a successful MUSICIAN in the music world. I do lots of covers, and piano covers. But I don&#39;t have money to advertise. A simple thumbs up to my comment, a comment on my videos or a SUBSCRIPTION would be a step forward! It will only be a few seconds of your life that you won&#39;t regret!!! Thank u to all the people who just give me a chance! :) ",youtube-spam
spam,"Echa un vistazo a la remezcla! / Check out the remix!  MILEY CYRUS - WRECKING BALL (THE HOUSE OF EDM REMIX)  MILEY CYRUS - WRECKING BALL (VINCENT T. REMIX)  ...click, enlace, suscríbase! / ...click, link, subscribe!",youtube-spam
spam,Hey check out our new musicvideo &#39;&#39;Life&#39;s a celebration&#39;&#39; Peace !,youtube-spam
spam,Hi. Check out and share our songs.,youtube-spam
spam,Subscribe &amp; Like /watch?v=5tu9gN1l310,youtube-spam
spam,/watch?v=Dtqcftr1Fac JUSTIEN BIEBER CAR 2013. LIKE&amp;SUBSCRIBE,youtube-spam
spam,check out our bands page on youtube killtheclockhd - check out some of our original songs including &quot;your disguise&quot;,youtube-spam
spam,HI! CHECK OUT OUR AWESOME COVERS! AND SAY WHAT YOU THINK!,youtube-spam
spam,"I hope everyone is in good spirits I&#39;m a hard working student who&#39;s also a passionate singer I look foward to the day when I can make my own music to share But for now I&#39;ve just been doing covers. Check out my channel, I&#39;ve done Covers of Miley Cyrus, Imagine Dragons, Lana Del Rey, Drake, Macklemore, Pink and countless others.  Subscribe only if you want to. My goal isn&#39;t to become famous but to  inspire FYI this isn&#39;t spamming, everyone has a right to freedom of speech. Thanks ",youtube-spam
spam,please visit our web: wellcomemd.blogfa.com,youtube-spam
spam,PLEASE CHECK OUT MY VIDEO CALLED &quot;WE LOVE MIND MASTER IT&quot; THANKS,youtube-spam
ham,She is perfect,youtube-spam
spam,ｈｔｔｐ://ｗｗｗ.ｅｂａｙ.ｃｏｍ/ｕｓｒ/ｓｈｏｅｃｏｌｌｅｃｔｏｒ314,youtube-spam
ham,Beautiful song beautiful girl it works,youtube-spam
ham,Shakira :-*,youtube-spam
ham,OMG LOVE THIS!,youtube-spam
ham,Ouf Ouf OUFFFFFFFFFFFFFFFFFF!!!!!!!! :),youtube-spam
ham,awesome,youtube-spam
ham,cool,youtube-spam
ham,This Song will never get old,youtube-spam
ham,I always have goose bumps at that part,youtube-spam
ham,Love it,youtube-spam
ham,I love this song,youtube-spam
ham,"I want to see Shakira, not football :)",youtube-spam
ham,good!!,youtube-spam
spam,Recommend:  Apple iPad 4th Gen 32GB Unlocked Wi-Fi+4G 9.7in White Price:$390  Apple iPhone 5 (Latest Model) - 32GB - Black Price:$385  Samsung Galaxy S4 S IV 4 with 16GB New White Price:$360  Sony 60-inch 3D LED HDTV Price:$510  All-in-One PCs: Apple MacBook Pro: Apple MacBook Air Price:$320  Camera :Nikon D90 SLR Camera /18-55mm /55-200mm 32GB  Price:$390   Ultrabooks: SONY VAIO Pro 13 Intel Core i5 4GB 128GB Price:$515  +++++++++++++++    Purchase online Website is:  Taaee.com,youtube-spam
spam,&quot;HELP THE HUMANITY WITH YOUR SIGN IN TO THIS LINK WITH YOUR WHOLEHEARTED SUPPORT IF YOU SAY &quot;NO&quot; TO DISCRIMINATION. “UNITED WE STAND “  WE WILL BRING THE CHANGE TOGETHER.  IMPOSSIBLE ITSELF SAYS I  M  POSSIBLE&quot;  YOU ARE THE WINNERS OF MY SUCCESS!CHEERS TO ALL MY LOVING BROTHERS AND SISTERS !  PLEASE SHARE THIS LINK ON FACEBOOK TO SUPPORT AGAINST DISCRIMINATION.  tinyurl(dot)com(slash)mxh2y77  FEAR NONE BUT GOD !!!,youtube-spam
spam,"Part 5. Comforter of the afflicted, pray for us Help of Christians, pray for us Queen of Angels, pray for us Queen of Patriarchs, pray for us Queen of Prophets, pray for us Queen of Apostles, pray for us Queen of Martyrs, pray for us Queen of Confessors, pray for us Queen of Virgins, pray for us Queen of all Saints, pray for us Queen conceived without original sin, pray for us Queen of the most holy Rosary, pray for us Queen of the family, pray for us Queen of peace, pray for us ",youtube-spam
spam,"Part 2. Holy Mary, pray for us Holy Mother of God, pray for us Holy Virgin of virgins, pray for us Mother of Christ, pray for us Mother of divine grace, pray for us Mother most pure, pray for us Mother most chaste, pray for us Mother inviolate, pray for us Mother undefiled, pray for us Mother most amiable, pray for us Mother most admirable, pray for us Mother of good counsel, pray for us Mother of our Creator, pray for us Mother of our Redeemer, pray for us ",youtube-spam
spam,Hi.. Everyone.. If anyone after real online work. I can help u. Earn lots of money. It&#39;s fun. It&#39;s real and affiliated company.. U not think u r working. It&#39;s easy and enjoyable. For more info contact me .. Neeru105@ gmail.com,youtube-spam
ham,Nice song ^_^,youtube-spam
ham,god she is so sexy! drives me crazy!,youtube-spam
ham,WOw,youtube-spam
ham,shakira is the best!,youtube-spam
ham,Nice,youtube-spam
ham,Shakira,youtube-spam
ham,Shakira :-*,youtube-spam
ham,the best!,youtube-spam
spam,"Hey Youtubers and All Music lover&#39;s, Guess most of you all skip these comments, but for you who is still reading this, thanks ! I dont have any money for advertisiments, no chance of getting heard, nothing. All that&#39;s left is spam, sorry. Im 17, Rapper/Singer from Estonia. Please listen my new cover on my account. You wont regret it. Give me just a chance, please. Take half a second of your life and thumb this comment up. It will maybe change my life, for real. Thank you Wafence ",youtube-spam
spam,do you want to make some easy money? check out my page tvcmcadavid.weebly . com dont miss out on this opportunity give thumbs up i would  apprecitate it.,youtube-spam
spam,"PLEASE CHECK OUT THIS VIDEO CALLED &quot;WE LOVE MIND MASTER IT&quot;, THANK U :)",youtube-spam
spam,WAYS TO MAKE MONEY 50k Per Month Search google Now &gt;&gt; 9nl.me/make-money-without-investment-1,youtube-spam
spam,Meet The Richest Online Marketer  NOW CLICK : bit.ly/make-money-without-adroid,youtube-spam
spam,How did you know that people makes another account just for subscribing itself and liking??? :),youtube-spam
spam,:) I&#39;ll subscribe to you. You look Nice :),youtube-spam
spam,Hey dickwad - we&#39;re all africans. The colour of your skin just tells us something about how long ago your ancestors left Africa.   Check out Baba Brinkman - he has a song called &quot;I&#39;m A African&quot;   Go learn something.,youtube-spam
spam,WOW muslims are really egoistic..... 23% of the World population and not in this video or donating 1 dollar to the poor ones in Africa :( shame on those terrorist muslims,youtube-spam
spam,Wats Good Go Check Out My Music On Da Channel Ik Yall Got me,youtube-spam
spam,I Know Y&#39;all Can Check Out Amy Music Because Yall Got Me Go To Da Channel,youtube-spam
spam,Northland Paranormal Society is now on YouTube! Check out our channel of real Paranormal evidence!! facebook/ Northland Paranormal Society!!!,youtube-spam
spam,"Hello everyone :) I know most of you probably pass up these kind of comments, but for those who are still reading this, thanks! I don’t have any money for advertisements, no chance of getting heard, nothing. I live in such a small town... If this comes off as spam, sorry. I’m an instrumental songwriter from Columbus, Mississippi. Please go to my channel and check out my original music. It would be highly appreciated if you thumbs up this comment so my music can be heard! Thank you, Adam Whitney ",youtube-spam
spam,SO THEN HOW ARE YOU GOING TO CALL YOURSELF A INSTRUMENTAL SONGWRITER IF THERES NO SINGING THERES NO SONG TO WRITE!?!?! LOL.   YOU GOT ALOT TO LEARN KID BUT HEY DON&#39;T FORGET TO SUBSCRIBE!,youtube-spam
spam,"Hello everyone :) I know most of you probably pass up these kind of comments, but for those who are still reading this, thanks! I don’t have any money for advertisements, no chance of getting heard, nothing. I live in such a small town... If this comes off as spam, sorry. I’m an instrumental songwriter from Columbus, Mississippi. Please go to my channel and check out my original music. It would be highly appreciated if you thumbs up this comment so my music can be heard! Thank you, Adam Whitney ",youtube-spam
spam,Please go in and see our Channel and subscribe :-). It would be Nice mate.,youtube-spam
spam,wanna earn money online without investment.....just visit this link .....therglove.blogspot.in/2013/08/blog-post_10.html,youtube-spam
spam,"Hello everyone :) I know most of you probably pass up these kind of comments, but for those who are still reading this, thanks! I don’t have any money for advertisements, no chance of getting heard, nothing. I live in such a small town... If this comes off as spam, sorry. I’m an instrumental songwriter from Columbus, Mississippi. Please go to my channel and check out my original music. It would be highly appreciated if you thumbs up this comment so my music can be heard! Thank you, Adam Whitney ",youtube-spam
spam,CHECK OUT THE DUBSTEP VERSION,youtube-spam
spam,i can to make money,youtube-spam
spam,Wanna Laugh??? Please SUBSCRIBE to our channel!!!,youtube-spam
spam,Earn money for being online with 0 efforts!    bit.ly\14gKvDo,youtube-spam
spam,"Could you please check out my covers on my channel? I do covers like Adele, Kodaline, Imagine Dragons...and more. Please if you could spare a few minutes,  could you have a listen to one or two of my covers , Feel free to comment and subscribe :) Thank you! ",youtube-spam
spam,adf.ly /KlD3Y,youtube-spam
spam,Check out  these Irish guys cover  of Avicii&#39;s  Wake Me Up!  Just search...  &quot;wake me up Fiddle Me Silly&quot; Worth a listen  for the gorgeous fiddle player!,youtube-spam
spam,"Hello everyone :) I know most of you probably pass up these kind of comments, but for those who are still reading this, thanks! I don’t have any money for advertisements, no chance of getting heard, nothing... If this comes off as spam, sorry. I am a video animator, just trying to make it up into the video animation industry. Please give me the chance to prove myself to you. Please visit my channel, subscribe if you like and thumb this comment up, so everyone can see! Thank You! ",youtube-spam
